HGNCsymbol,ChromosomeName,GeneStart,GeneEnd
MTND6P13,X,101263497,101264019
SNORD60,16,2205024,2205106
TSEN2P1,4,176415765,176417151
KIAA2026,9,5881596,6007901
OR10J9P,1,159375213,159376199
NPS,10,129347613,129350935
HSD17B8,6,33172419,33174608
RNU6-1011P,8,104397189,104397295
ADAM20P2,4,176496019,176497291
KCNQ1-AS1,11,2861365,2882798
TRIM51FP,11,49854692,49860872
TCP11X3P,X,101428072,101439994
FABP5P10,2,152042702,152043109
SNORD90,9,125642492,125642602
SURF6P1,Y,19304706,19305532
KCNQ1DN,11,2891263,2893335
MPG,16,127006,135852
MIR4773-2,2,152224848,152224925
MIR4773-1,2,152224848,152224925
RN7SL124P,2,152228517,152228798
DBIL5P2,2,63344986,63346677
TTBK1,6,43211418,43255997
RNU1-11P,6,13214288,13214451
TCEB1P35,Y,19576759,19577094
TTC39DP,2,38990676,38992363
LRRC56,11,537527,554916
MIR577,4,115577915,115578010
MIR548B,6,119390212,119390308
HNRNPA1P63,1,55002469,55003431
CIR1P2,4,115634735,115636076
RPL30P2,2,152988069,152988359
RN7SKP221,22,21899633,21899933
VWA8P1,5,68150737,68150912
SNORA54,11,2985001,2985123
TRBV12-1,7,142216290,142216732
FOXI2,10,129535499,129539450
SLC7A13,8,87226281,87333375
CARS-AS1,11,3050624,3062490
RNA5SP267,8,60368444,60368569
MIR301B,22,22007270,22007347
ADORA1,1,203059782,203136533
FAM41AY1,Y,19612838,19626898
TRBV8-2,7,142245303,142245572
MIR130B,22,22007593,22007674
RPSAP23,2,116225632,116226514
ADGB,6,146920101,147136598
KCNC4-AS1,1,110751456,110752609
RNU1-91P,11,3069589,3069751
RN7SL808P,4,115720487,115720783
RN7SL457P,8,33573302,33573586
TRBV5-2,7,142259059,142259331
MRPS33P3,4,116064138,116064459
OR7A3P,19,15014044,15014985
RN7SL280P,22,22077172,22077471
OR10AE1P,1,159551410,159552438
RN7SL190P,X,152163780,152164039
VENTXP5,8,33579823,33580597
LINC00698,3,62936105,63110738
GFOD1-AS1,6,13486526,13487084
RNA5SP493,22,22146723,22146813
OR10J6P,1,159568088,159569017
TRBV8-1,7,142273056,142273334
KRT18P44,X,127848484,127849768
MIR4740,17,79374516,79374578
RPF2P2,4,116549968,116550863
TRIM51DP,11,49896497,49898190
MIR548A3,8,105496597,105496693
TRBV21-1,7,142344427,142344887
RNF41,12,56598285,56615717
MIR3186,17,79418130,79418214
EGFLAM-AS4,5,38282366,38291088
RPS4XP7,6,13521498,13522277
RNU6-194P,6,119648446,119648550
NDUFA5P2,8,105578314,105578657
MIR3144,6,120336325,120336403
TRBV22-1,7,142349249,142349699
PGAM4P2,4,116685255,116685975
CRPP1,1,159674773,159675397
CLRN3,10,129676105,129691211
RNU6-214P,6,120847440,120847546
RNA5SP215,6,121007767,121007888
RPL32P35,X,127972419,127972812
TMOD2,15,52043758,52108565
SIPA1,11,65405568,65418401
OR7E160P,8,11891155,11892121
KRT18P21,4,116841863,116843134
TRBVA,7,142389237,142389691
COX6A1P3,6,121102366,121102658
TSPY10,Y,9365489,9368291
RN7SKP204,6,13547936,13548245
C4BPAP2,1,207399143,207402547
TUBB1P2,Y,19628716,19630918
PRAMENP,22,22345496,22398332
MRGPRG-AS1,11,3239562,3244361
EGFLAM-AS3,5,38345449,38346653
CASP1,11,104896170,104972158
RNU7-91P,6,13680312,13680373
RNU6-1286P,6,121675500,121675606
CCT6B,17,33254878,33308097
RPS17P5,6,50824968,50825375
GYG1P3,1,55688052,55689045
ASS1P2,2,39037574,39038796
INTS1,7,1509913,1545489
RNY4P13,17,28386070,28386165
UBQLN4P2,2,153733334,153734281
LAMTOR5-AS1,1,110925441,110974982
MRPL35P1,6,13949326,13949897
RPS4XP5,2,63869589,63871172
TMCC1P1,8,106207218,106209197
OR7A15P,19,15037870,15038836
RNU7-133P,6,14156693,14156754
RNU4-35P,6,121775127,121775267
CADPS,3,62384022,62861054
CYP2B6,19,41497204,41524303
HIST2H3PS2,1,149400131,149400542
MIR600HG,9,125871773,125877756
MIR4422,1,55691314,55691396
MTND1P28,2,117781494,117782443
SUMO2P4,5,68364752,68365027
NDUFA5P8,11,3297275,3297620
RNU1-1,1,16840617,16840780
EGFLAM-AS2,5,38399916,38403515
RPS26P56,X,128542359,128542598
GOT2P1,1,55833139,55834447
LINC01108,6,14280358,14285376
MIR3184,17,28444097,28444190
ATP5F1P4,2,154015452,154016197
MIR423,17,28444097,28444190
NDUFA5P1,11,3343092,3343432
RNU4-76P,6,121863632,121863772
FTH1P5,6,50880425,50880969
BRAP,12,112079950,112123790
LINC01133,1,159931008,159948851
RNU2-8P,6,121901478,121901667
EIF3KP3,4,116964563,116965201
RNA5SP253,8,11944905,11944954
SLC2A13P1,8,61054380,61054701
ZNF691,1,43312280,43318148
DEFB108P3,8,11952685,11957045
MTND2P21,2,117782653,117783694
SGSM1,22,25202236,25323545
RNU6-851P,2,39111701,39111807
METTL2A,17,60501228,60527454
EGFLAM-AS1,5,38425138,38427478
MYBPH,1,203136939,203144941
RNU6-793P,6,14646766,14646869
CD46P1,1,207818579,207830755
FAM72C,1,149438750,149459549
RN7SL103P,5,68455863,68456123
TTC39CP1,4,117115153,117115907
RN7SL96P,2,39164021,39164299
RNU6-1267P,17,28615089,28615195
RNA5SP513,X,128570507,128570624
CCDC39,3,180320646,180588793
MIR601,9,126164804,126164882
SOS1-IT1,2,39219420,39220998
SLC25A5P7,6,121974941,121975836
RNU6-990P,17,28687481,28687584
TSSC2,11,3402191,3430208
PGAM1P12,15,96984796,96985543
RN7SKP197,12,120068895,120069191
RN7SKP291,1,55842199,55842525
OR10B1P,19,15251943,15252849
UPF3B,X,118967985,118986961
MIR1178,12,120151439,120151529
RNU6-830P,1,55864187,55864293
RPL35AP30,12,120397228,120397558
ALOX12P1,17,28856706,28869434
CFL1P5,5,68609198,68609699
DCLRE1A,10,115594488,115614142
DNAJA1P2,2,154617963,154619159
SSBP4,19,18529674,18545372
CROCCP2,1,16944751,16971178
FAM66D,8,11973291,12008698
RNU7-190P,2,117897291,117897351
RN7SL332P,6,15113199,15113450
HNRNPA1P66,2,63978831,63979764
RNU6-782P,19,15256026,15256129
PPIAL4C,1,149553003,149553787
C15orf32,15,93014884,93044347
RNU6-198P,2,39309730,39309833
HSPE1P13,2,39325290,39325586
LY6G5C,6,31644461,31651817
CYMP,1,111023374,111033899
PAFAH1B3,19,42801185,42807698
CHCHD2P2,5,68629756,68630076
SPRY1,4,124317950,124324910
RNU4ATAC2P,5,158745050,158745175
JARID2-AS1,6,15248046,15248865
RN7SKP254,15,97029812,97030121
FOXN3P1,X,101801662,101803141
PHBP4,2,155143102,155143938
MLANA,9,5890802,5910606
PIGQP1,1,56404387,56404953
RNU6-1244P,10,32683486,32683593
PIGFP2,9,126605315,126605965
C1DP1,10,32800264,32800665
LIFR-AS1,5,38556888,38671318
C1orf132,1,207974863,208042495
RNU6-522P,6,15315151,15315257
RNU6-645P,6,15324598,15324703
FAM149B1P1,15,97300217,97301826
RN7SL737P,12,93903263,93903544
ARPC3P5,6,15935013,15935546
HMGB3P18,6,122179325,122179914
RN7SL580P,6,51840458,51840755
SALL4P2,X,129005285,129011543
FAM231D,1,149675978,149676609
MIR206,6,52009147,52009232
AK3P5,10,33233409,33233927
RNU1-18P,6,122532794,122532957
SPATA8-AS1,15,97315235,97326542
RNA5SP107,2,155446919,155447040
OR4A1P,11,49919819,49920738
MIR133BHG,6,52011612,52015917
RN7SL564P,6,123066419,123066693
SUMO1P3,1,160287193,160287496
ATP5LP2,6,123180823,123181133
MIR4639,6,16141787,16141855
CBX3P6,2,155797053,155797579
OR4A49P,11,49936565,49937196
NUP155,5,37288239,37371283
MIR133B,6,52013721,52013839
GLIPR1L2,12,75784850,75826468
FCGBP,19,40353963,40440533
RN7SL667P,X,152669306,152669599
RN7SKP181,15,97385299,97385614
OR7E12P,11,3412010,3412982
RNU6-1185P,2,39620663,39620759
SLC25A20P1,6,52111258,52112160
PDCL3P1,8,61299821,61300554
NXF4,X,101804893,101826623
OR4A18P,11,49938943,49940030
RNU4-42P,1,160362558,160362699
RNU6-1001P,2,155945951,155946050
RNU6-637P,3,169437975,169438081
MRPL42P2,6,16171837,16172262
FAM86GP,11,3431582,3443726
TERC,3,169482308,169482848
HTR5BP,2,118617003,118692518
RNU6-1114P,6,16205245,16205351
TRAM2-AS1,6,52442105,52448783
FAM174B,15,93160673,93353114
RNA5SP187,5,87570075,87570193
OR4A19P,11,49941864,49942966
LGALS12,11,63273556,63284246
ENPP7P4,3,125567066,125628215
MTND2P20,2,156120675,156121335
SETP9,1,160639938,160640769
RN7SL677P,15,97896727,97897015
OR4R3P,11,49944601,49945438
RPS26P13,1,208870714,208871043
RPS3AP22,5,87677774,87678542
RN7SL476P,5,68751402,68751659
RPS27P14,5,68765710,68765963
FCGR1A,1,149754227,149764074
NRBF2P3,1,111390699,111391563
RPL21P23,1,57004124,57004583
MST1P2,1,16972069,16976914
MYRIP,3,39850405,40301812
ATP5A1P2,2,156126145,156126399
LSM12P1,8,35382694,35383281
RNU6-1202P,8,61397741,61397799
OR11I1P,1,111396560,111397513
MTND4P28,2,156167535,156167921
KRT18P43,3,169620768,169622048
FGFR1,8,38268656,38326352
CABLES2,20,60963688,60982341
MTND5P30,2,156168209,156169939
RN7SL616P,5,68774820,68775092
RPS3AP39,11,3570975,3571749
C10orf88,10,124690419,124713919
PLRG1,4,155456158,155471587
FAM86JP,3,125635463,125648867
NPRL3,16,134273,188859
RNU6-724P,5,68826440,68826544
ANKRD50,4,125585207,125633887
RPL7P26,6,17531130,17531883
GAPDHP40,5,159377500,159378505
RPS3AP53,3,15182887,15183664
MTND6P9,2,156169952,156170470
UHRF1BP1,6,34759857,34850915
KRT18P48,X,152869952,152870803
RPS24P14,11,3580887,3581252
WAPAL,10,88195013,88281572
TRMT112P1,4,117300075,117300425
LINC00205,21,46713200,46717269
SUMO2P13,6,17582265,17582536
CCNT2P1,1,111550322,111558152
RNU6-546P,2,156186933,156187039
IGLVI-70,22,22380474,22380991
PLEKHO2,15,65134088,65160206
LINC00309,2,64412212,64432619
LINC00315,21,46720160,46725172
RNU6-190P,6,17619764,17619865
CHI3L1,1,203148059,203155877
CUL4AP1,4,117347139,117352048
WDR45,X,48929385,48958108
RNA5SP204,6,17722017,17722134
OR7E117P,11,3620825,3621936
IGLVI-68,22,22387143,22387592
CECR1,22,17660194,17702879
COL6A4P1,3,15193340,15247466
NCOA7-AS1,6,126119002,126140004
RNA5SP54,1,111584456,111584547
LINC00316,21,46758505,46761905
RN7SKP56,6,126196314,126196644
IGF2BP2,3,185361527,185542844
IGLV10-67,22,22398016,22398340
SEC62-AS1,3,169696324,169703503
RNA5SP216,6,126300958,126301080
PDZD7,10,102767440,102790890
CHIAP1,1,111792876,111799337
ATP5G2P1,1,209441143,209441568
MIR3650,5,38557604,38557663
RING1,6,33176272,33180499
RNU4-38P,3,169775089,169775217
TRPC2,11,3631131,3658789
RNU6-263P,6,18307204,18307310
MTCO1P3,21,46796106,46796297
RPS20P5,1,58071519,58071878
RPLP0P7,2,157634218,157634884
ZNF775,7,150065879,150109558
ACTN4P1,4,117519317,117520767
IGLVIV-66-1,22,22412845,22413304
SLC2A1,1,43391052,43424530
ZNF2,2,95831177,95850065
ANAPC10,4,145888264,146019693
RNU6-119P,4,117760435,117760541
PPP1R14BP5,6,126579067,126579501
RNU6-315P,3,169867633,169867739
COL18A1-AS2,21,46827301,46829980
USP17L7,8,11989926,11991953
PTPRE,10,129705325,129884119
GUSBP3,5,68790040,69006341
DEFB109P3,8,12008404,12008643
MIR5187,1,161196976,161197051
RN7SL295P,5,159718795,159719067
LYRM9,17,26205340,26221778
SENCR,11,128561567,128565918
RN7SL302P,9,127369438,127369735
COL18A1-AS1,21,46839631,46844985
CHIAP2,1,111822681,111828738
MIR588,6,126805777,126805859
FAM90A2P,8,12029711,12036084
MIR181A2HG,9,127420746,127460910
RNU6-200P,6,126911433,126911539
NUP85,17,73201754,73231853
KRT8P13,3,170213416,170214425
TMOD3,15,52121825,52239492
VIMP1,6,126923502,126924795
RRM2P2,1,161348497,161349148
MIR181A2,9,127454721,127454830
DAB1-AS1,1,58326204,58346577
SRIP1,4,58969313,58969600
RNU6-876P,11,128863132,128863235
MIR548A1,6,18572015,18572111
CCDC150,2,197504278,197628214
RN7SKP281,2,158155319,158155670
IGFL2,19,46646363,46664556
MIR181B2,9,127455989,127456077
ALG1L11P,8,12036206,12040228
MIR205HG,1,209602165,209606183
FAM133DP,2,158236236,158236926
RNU6-874P,11,129072861,129072965
ZNF123P,11,129165181,129166376
RNU6-481P,1,161371079,161371185
MUC5B,11,1244296,1283406
PRR19,19,42806250,42814973
RNY5P3,3,170559884,170559961
AIG1P1,5,39022513,39022660
KLF7P1,3,170670639,170671686
LRP11,6,150139934,150186199
PRELID1P1,6,126964634,126965536
GOLGA5P1,5,39169312,39170437
KRT8P35,3,63082050,63083387
RPS27P20,11,129407764,129408009
RANBP6,9,6011043,6015618
RNA5SP401,15,98015356,98015482
RPS4XP9,6,127004181,127004992
RNU1-70P,3,170712659,170712822
MIR569,3,170824453,170824548
MIR708,11,79113066,79113153
UBL5P3,3,63188894,63189124
RNU6-436P,2,158769284,158769397
MIR4433,2,64567893,64567973
RNU4-82P,9,127649689,127649828
MIR5579,11,79133213,79133270
LINC00167,11,129872833,129874251
RPS23P10,1,161506361,161507948
VN1R31P,7,62827805,62828534
SYNPR-AS1,3,63409272,63535727
RPL5P20,6,19348412,19349307
RNU6-348P,3,171222034,171222140
MIR1972-2,16,70064249,70064325
VN1R32P,7,62837707,62838611
HNRNPA1P6,1,58513847,58514963
RNA5SP134,3,63531116,63531211
NR3C2,4,148999913,149365850
PRR23B,3,138737873,138739768
UCN,2,27530268,27531313
LINC00483,17,48838390,48844918
RNA5SP217,6,127639028,127639118
RNA5SP205,6,19438514,19438649
OLIG3,6,137813336,137815531
RNU6-932P,2,158842301,158842406
XG,X,2670091,2734539
TMEM212-AS1,3,171594142,171618530
FAT4,4,126237554,126414087
YWHAZP4,6,127676901,127677934
PRPS1P2,9,127912932,127913868
TCEB2P2,11,129902759,129903115
PTP4A1P1,2,158922057,158922571
CHIAP3,1,111895897,111910031
TRBV26,7,142403511,142403995
RNU6-544P,11,80239004,80239110
TMEM212-IT1,3,171612226,171613030
RPS26P15,1,58521805,58522152
UPP2-IT1,2,158984469,158990500
HSPA7,1,161576081,161578007
ARL6IP1P3,11,80364473,80365032
TRBVB,7,142419212,142419752
KRT18P38,6,19612986,19614267
PGBD4P1,7,142430182,142430588
PRR23C,3,138760944,138763734
CCDC148-AS1,2,159023162,159092681
ZNF330,4,142142041,142155851
TMEM145,19,42817477,42829214
RNU6-134P,15,98569271,98569368
HNRNPDLP2,2,159276467,159281815
MIR940,16,2318156,2323419
PDE7B,6,136172834,136516712
TBC1D7,6,13266774,13328815
RPL34P21,11,129952390,129952676
RN7SL141P,3,171955116,171955384
RN7SL393P,2,159303676,159303973
RNU6-1186P,15,98617896,98617992
RNU6-1020P,9,128066199,128066305
RPS23P9,1,161587782,161589375
IGFL1,19,46733009,46734500
RNU6-1143P,11,3736002,3736105
RPL5P18,6,127683658,127684548
UQCRFS1P3,6,19638271,19639039
RNU7-50P,11,3802625,3802686
MIR3677,16,2320714,2320773
DUSP14,17,35849937,35873603
ZFP64P1,14,51171061,51172229
MIR4717,16,2324621,2324692
RN7SL30P,9,128275183,128275486
RNU7-30P,14,91557421,91557482
THOC7-AS1,3,63846321,63847495
RNU6-1325P,4,60699781,60699885
IL33,9,6215805,6257983
RN7SL713P,1,59031301,59031604
SNORA11B,14,91592769,91592897
TRMT61B,2,29072687,29093167
RNU6-801P,6,19642656,19642760
RNU1-3,1,16993280,16993443
RN7SL506P,14,91614372,91614663
DDX18P5,11,130165536,130166841
HNRNPA1P15,9,128357948,128358907
TNFAIP3,6,138188351,138204449
EEF1A1P27,7,20621695,20622829
EIF1AXP1,1,17012116,17012550
HERC2,15,28356186,28567298
MIR548AG1,4,61788337,61788402
RBBP8NL,20,60985293,61002589
ABCA17P,16,2389151,2476700
OR7E89P,2,159710267,159711088
LINC01135,1,59250823,59365384
CHD2,15,93426526,93571237
RPL31P11,1,161653485,161655042
OR7E28P,2,159718823,159719797
ANKDD1A,15,65204101,65251042
SNORD70,2,203141154,203141241
GSTA7P,6,52604388,52609454
IGHV1-2,14,106452671,106453170
ASXL2,2,25956622,26101385
MIR4300,11,81601783,81601878
RPL17P19,4,62077370,62077921
CYP2A7P1,19,41530172,41533625
OR7E90P,2,159731154,159732182
ESPNP,1,17013834,17046652
ALDH1L1-AS1,3,125822483,125826912
SNORD11B,2,203156055,203156144
HIST2H2BF,1,149754245,149783928
SNORD11,2,203157772,203157859
NLK,17,26368763,26523407
RNU2-21P,2,159792310,159792497
RN7SL753P,2,203198162,203198451
CCNY,10,35535953,35860852
WDR92,2,68350068,68384692
BTF3L4P2,2,159860287,159861065
BAK1P2,11,130416694,130417324
IGHV1-3,14,106471246,106471723
NRON,9,129170320,129170689
ETV7,6,36322419,36356164
MIR4260,1,209796789,209796855
ALDH1L1-AS2,3,125898908,125929012
RN7SL466P,1,161705598,161705889
PPP1R10P1,11,130659126,130660920
RHOB,2,20646835,20649200
RNU6-580P,2,159883548,159883654
GSTM3P2,2,159912606,159913371
PHBP3,1,59465348,59466166
RELA,11,65421067,65430565
IGHV4-4,14,106478110,106478603
COPB2,3,139074442,139108574
RNA5SP320,10,75466248,75466371
DDX21,10,70715884,70744829
CUL3,2,225334867,225450110
MIR1470,19,15560359,15560419
MARK2P4,4,176933189,176935568
RPL23P8,7,20866945,20867372
RN7SL40P,2,203221844,203222140
HIGD1AP12,1,111922913,111923193
RPSAP35,4,118334618,118335435
BMS1P4,10,75475601,75490227
RN7SL128P,6,20421812,20422118
MIR146A,5,159895275,159914433
SERTAD4-AS1,1,210404801,210407392
HIST2H3D,1,149784826,149785236
RPL19P18,17,9493219,9493799
MIR4654,1,162126897,162126972
E2F3-IT1,6,20438052,20440409
IGHV2-5,14,106494135,106494597
RNU6-141P,6,20452600,20452704
PARD6A,16,67694849,67696681
NAA10,X,153194695,153200676
RNU6-1130P,X,129444046,129444152
RNA5SP61,1,162308433,162308532
RN7SL111P,2,118773958,118774243
MIR556,1,162312336,162312430
PPT1,1,40538379,40563375
PGCP1,1,111925482,111934441
CYP4F23P,19,15674885,15695520
NT5C3AP1,4,118495667,118497329
SLAMF6P1,1,162415339,162415676
HIST2H4A,1,149804221,149811339
RN7SL167P,11,130874025,130874324
UQCRBP2,1,162511122,162511418
ST13P19,1,210438981,210440587
CYP2G2P,19,41556354,41568349
RNU6-150P,6,20993705,20993799
FKBP4P1,4,119114560,119115906
RNU1-4,1,17067011,17067174
HS1BP3,2,20760208,20850849
WWP1,8,87354967,87490649
GNAS,20,57414773,57486247
MIR3142,5,159901409,159901490
RN7SL861P,1,162747520,162747802
LEO1,15,52230222,52264003
C11orf35,11,554855,560779
CROCCP4,1,17076728,17077459
RPL21P47,4,63114012,63114488
NHLRC2,10,115614420,115676953
RN7SKP136,4,178102596,178102895
SNHG8,4,119199864,119200978
EEF1DP5,6,128901258,128902029
KRT17P3,17,28894718,28898766
ATP2A1,16,28889726,28915830
MIR4711,1,60198899,60198968
RNU5A-8P,1,210547498,210547611
RN7SKP201,8,36124003,36124282
RN7SL611P,2,101172512,101172782
SNORA70E,11,82752506,82752640
CYP2T3P,19,41640627,41643213
HMGN2P22,2,101207612,101207786
IPO8P1,1,211032519,211035627
MTND6P19,8,36136478,36137001
RNA5SP172,4,178378265,178378382
RN7SL360P,2,101217328,101217618
HMGN1P11,4,63376187,63376489
MST1L,1,17081405,17096732
RN7SL475P,1,60440431,60440726
RMRPP3,2,161253340,161253479
PGBD4P8,1,60563087,60563648
OAS3,12,113376157,113411054
KCNH1-IT1,1,211305930,211306716
EXOC5P1,4,63682544,63684512
RAB30-AS1,11,82783108,82817761
MIR4785,2,161264321,161264393
FAM45B,X,129628939,129630562
RN7SL423P,2,161734058,161734359
CASC15,6,21665003,22214734
KDELC1P1,5,127445178,127446686
GSTA6P,6,52670411,52678258
TPD52L3,9,6328349,6331900
LINC01099,4,178650792,178829090
MIR4714,15,99327655,99327731
RPL36P16,19,41675766,41676071
LARP1BP1,4,64215832,64217190
RN7SL468P,2,119927398,119927691
GLRXP3,5,161178454,161178774
NANOGNBP1,2,101276661,101277140
PAXBP1,21,34106210,34144169
STEAP3-AS1,2,120001998,120006647
HMCES,3,128997671,129025029
RNU6-533P,8,36167102,36167208
RNU6-191P,4,65263412,65263505
RNU1-45P,4,179037875,179038015
MPV17,2,27532360,27548547
RN7SL718P,19,41696852,41697134
PRSS3P1,7,142468264,142471794
MIR4633,5,128433381,128433459
RNA5SP173,4,179327849,179327984
RPL23AP2,19,15722467,15722934
RN7SL34P,19,41792320,41792599
MIR4460,5,128732755,128732840
TMEM211,22,25331077,25342662
RPL23P10,8,36438698,36439109
MESTP1,6,129250140,129251133
HSP90B2P,15,99797837,99800220
ADAMTS19-AS1,5,128795252,128796382
RNU6-164P,5,161904897,161904999
LINC00461,5,87803363,87986858
RNA5SP264,8,36621963,36622069
UBE2FP3,1,111980136,111980659
TPT1P8,8,36746000,36746825
LINC00467,1,211556145,211605878
ARL2BPP5,5,162188839,162189319
HIF3A,19,46800303,46846690
GATA5,20,61038553,61051026
CHIT1,1,203181955,203242769
SNORA65,9,130210780,130210909
OR4A6P,11,51393464,51394433
RNU6-935P,X,50392641,50392740
MTND4P30,2,203482706,203483604
H3F3AP5,X,50648438,50648866
MIR3911,9,130452966,130453074
OR4A7P,11,51425921,51426830
RNU6-792P,1,112032939,112033045
LINC00290,4,181985242,182080302
LINC01160,1,112142277,112151345
HMGB1P15,X,50674114,50674548
OR4A2P,11,51451070,51451982
FAM85A,8,12051976,12053789
RN7SKP240,6,22085773,22086147
PLEKHA3P1,19,42027403,42028349
CASC14,6,22135186,22147422
MGA,15,41913422,42062141
ENPP7P12,8,12063268,12063898
MIR3960,9,130548112,130548202
RNU6ATAC10P,5,129310584,129310694
BMPR1APS1,6,129478668,129480265
SMARCE1P4,8,36952668,36952908
RNA5SP191,5,129450102,129450203
HIST2H3C,1,149811110,149812765
NDUFS5P5,4,119321669,119321989
KRT18P57,1,112190913,112192166
OR4A3P,11,51455830,51456700
CYP4F8,19,15726029,15741448
BCAS2P1,11,82843098,82845779
HSPA8P4,5,129475724,129477643
GPR155,2,175296966,175351822
NANOGP7,14,92070746,92071663
RNA5SP254,8,12191153,12191202
NEK11,3,130745694,131069309
DEFB108P4,8,12198935,12203285
CEP170P1,4,119388745,119476483
OR4A4P,11,51458685,51459614
RN7SL191P,X,130268062,130268364
RPL18AP16,X,152927611,152928147
RNU6-414P,1,62282091,62282194
ABHD16A,6,31654726,31671221
RNU6-1177P,1,62318171,62318274
RNU6-151P,1,112193053,112193159
OR4R2P,11,51461564,51462160
LAMTOR5P1,1,62504514,62504783
SNX25P1,1,211590367,211591276
ZNF705C,8,12213645,12216900
RN7SL548P,2,101710031,101710285
FAM212B-AS1,1,112282463,112290420
HIST2H2AA3,1,149813505,149814478
MIR3178,16,2581923,2582006
