"symbol","official.symbol"
"MGC43581","FAM217A"
"FAM217AP1","FAM217AP1"
"FAM217B","FAM217B"
"C20orf177","FAM217B"
"dJ551D2.5","FAM217B"
"FAM218A","FAM218A"
"C4orf39","FAM218A"
"FLJ31659","FAM218A"
"FAM218BP","FAM218BP"
"FAM219A","FAM219A"
"C9orf25","FAM219A"
"bA573M23.5","FAM219A"
"FLJ39031","FAM219A"
"FAM219B","FAM219B"
"C15orf17","FAM219B"
"FLJ00005","FAM219B"
"FAM220A","FAM220A"
"C7orf70","FAM220A"
"SIPAR","FAM220A"
"MGC12966","FAM220A"
"FAM220BP","FAM220BP"
"C9orf51","FAM220BP"
"bA392E22.4","FAM220BP"
"FAM220CP","FAM220CP"
"FAM221A","FAM221A"
"C7orf46","FAM221A"
"FLJ45875","FAM221A"
"MGC72075","FAM221A"
"DKFZp686F0810","FAM221A"
"FAM221B","FAM221B"
"C9orf128","FAM221B"
"FAM222A","FAM222A"
"C12orf34","FAM222A"
"FLJ14721","FAM222A"
"FAM222A-AS1","FAM222A-AS1"
"FAM222B","FAM222B"
"C17orf63","FAM222B"
"FLJ10700","FAM222B"
"FAM223A","FAM223A"
"CXorf52","FAM223A"
"NCRNA00204","FAM223A"
"NCRNA00204A","FAM223A"
"LINC00204A","FAM223A"
"SPCX","FAM223A"
"FAM223B","FAM223B"
"CXorf52B","FAM223B"
"NCRNA00204B","FAM223B"
"LINC00204B","FAM223B"
"FAM224A","FAM224A"
"NCRNA00230A","FAM224A"
"LINC00230A","FAM224A"
"FAM224B","FAM224B"
"NCRNA00230B","FAM224B"
"LINC00230B","FAM224B"
"FAM225A","FAM225A"
"C9orf109","FAM225A"
"NCRNA00256A","FAM225A"
"LINC00256A","FAM225A"
"DKFZp686A0127","FAM225A"
"FAM225B","FAM225B"
"C9orf110","FAM225B"
"NCRNA00256B","FAM225B"
"LINC00256B","FAM225B"
"FAM226A","FAM226A"
"CXorf50","FAM226A"
"NCRNA00246","FAM226A"
"NCRNA00246A","FAM226A"
"LINC00246A","FAM226A"
"MGC34827","FAM226A"
"FAM226B","FAM226B"
"CXorf50B","FAM226B"
"NCRNA00246B","FAM226B"
"LINC00246B","FAM226B"
"FAM227A","FAM227A"
"FAM227B","FAM227B"
"C15orf33","FAM227B"
"FLJ32800","FAM227B"
"FAM228A","FAM228A"
"C2orf84","FAM228A"
"FLJ30851","FAM228A"
"FAM228B","FAM228B"
"FAM229A","FAM229A"
"FAM229B","FAM229B"
"C6orf225","FAM229B"
"DKFZp586F0922","FAM229B"
"LOC619208","FAM229B"
"FAM230A","FAM230A"
"FAM230B","FAM230B"
"FLJ46366","FAM230B"
"FAM230C","FAM230C"
"NCRNA00281","FAM230C"
"LINC00281","FAM230C"
"DKFZP434B061","FAM230C"
"FAM231A","FAM231A"
"FAM231B","FAM231B"
"FAM231C","FAM231C"
"FAM231D","FAM231D"
"FAM231EP","FAM231EP"
"FAN1","FAN1"
"KIAA1018","FAN1"
"MTMR15","FAN1"
"FANCA","FANCA"
"FACA","FANCA"
"FANCH","FANCA"
"FAA","FANCA"
"FA-H","FANCA"
"FANCB","FANCB"
"FAB","FANCB"
"FLJ34064","FANCB"
"FAAP95","FANCB"
"FANCC","FANCC"
"FACC","FANCC"
"FAC","FANCC"
"FA3","FANCC"
"FANCD1~withdrawn","FANCD1~withdrawn"
"FANCD2","FANCD2"
"FA-D2","FANCD2"
"FANCD2OS","FANCD2OS"
"C3orf24","FANCD2OS"
"MGC40179","FANCD2OS"
"FANCD2P1","FANCD2P1"
"FANCD2P2","FANCD2P2"
"FANCE","FANCE"
"FACE","FANCE"
"FAE","FANCE"
"FANCF","FANCF"
"FAF","FANCF"
"FANCG","FANCG"
"XRCC9","FANCG"
"FAG","FANCG"
"FANCH~withdrawn","FANCH~withdrawn"
"FANCI","FANCI"
"KIAA1794","FANCI"
"FLJ10719","FANCI"
"FANCL","FANCL"
"PHF9","FANCL"
"FLJ10335","FANCL"
"FAAP43","FANCL"
"Pog","FANCL"
"FANCM","FANCM"
"KIAA1596","FANCM"
"FAAP250","FANCM"
"FANK1","FANK1"
"FANK1-AS1","FANK1-AS1"
"FAP","FAP"
"FAR1","FAR1"
"MLSTD2","FAR1"
"FLJ22728","FAR1"
"SDR10E1","FAR1"
"FAR1-IT1","FAR1-IT1"
"FAR1P1","FAR1P1"
"FAR2","FAR2"
"MLSTD1","FAR2"
"FLJ10462","FAR2"
"SDR10E2","FAR2"
"FAR2P1","FAR2P1"
"FAR2P2","FAR2P2"
"FAR2P3","FAR2P3"
"FAR2P4","FAR2P4"
"FARP1","FARP1"
"CDEP","FARP1"
"PLEKHC2","FARP1"
"MGC87400","FARP1"
"PPP1R75","FARP1"
"FARP1-AS1","FARP1-AS1"
"FARP1-IT1~withdrawn","FARP1-IT1~withdrawn"
"FARP2","FARP2"
"KIAA0793","FARP2"
"FIR","FARP2"
"PLEKHC3","FARP2"
"FRG","FARP2"
"FARS2","FARS2"
"FARS1","FARS2"
"dJ236A3.1","FARS2"
"FARSA","FARSA"
"FARSL","FARSA"
"FARSLA","FARSA"
"CML33","FARSA"
"FARSB","FARSB"
"FARSLB","FARSB"
"PheHB","FARSB"
"FRSB","FARSB"
"FARSBP1","FARSBP1"
"FAS","FAS"
"FAS1","FAS"
"APT1","FAS"
"TNFRSF6","FAS"
"CD95","FAS"
"APO-1","FAS"
"FAS-AS1","FAS-AS1"
"FASAS","FAS-AS1"
"FAS-AS","FAS-AS1"
"SAF","FAS-AS1"
"FAS1~withdrawn","FAS1~withdrawn"
"FASLG","FASLG"
"APT1LG1","FASLG"
"TNFSF6","FASLG"
"FasL","FASLG"
"CD178","FASLG"
"FASN","FASN"
"SDR27X1","FASN"
"FASTK","FASTK"
"FAST","FASTK"
"FASTKD1","FASTKD1"
"FLJ21901","FASTKD1"
"FASTKD2","FASTKD2"
"KIAA0971","FASTKD2"
"FASTKD3","FASTKD3"
"MGC5297","FASTKD3"
"FLJ23274","FASTKD3"
"FASTKD5","FASTKD5"
"FLJ13149","FASTKD5"
"FAT1","FAT1"
"CDHF7","FAT1"
"CDHR8","FAT1"
"FAT1P1","FAT1P1"
"dJ697P8.1","FAT1P1"
"FAT2","FAT2"
"MEGF1","FAT2"
"CDHF8","FAT2"
"HFAT2","FAT2"
"CDHR9","FAT2"
"FAT3","FAT3"
"KIAA1989","FAT3"
"CDHF15","FAT3"
"CDHR10","FAT3"
"FAT4","FAT4"
"CDHF14","FAT4"
"FAT-J","FAT4"
"CDHR11","FAT4"
"FATE1","FATE1"
"FATE","FATE1"
"CT43","FATE1"
"FAU","FAU"
"RPS30","FAU"
"FLJ22986","FAU"
"Fub1","FAU"
"Fubi","FAU"
"MNSFbeta","FAU"
"asr1","FAU"
"S30","FAU"
"FAUNA@~withdrawn","FAUNA@~withdrawn"
"FAUP1","FAUP1"
"FAU1P","FAUP1"
"FAUP2","FAUP2"
"FAUP3","FAUP3"
"FAXC","FAXC"
"C6orf168","FAXC"
"MGC2817","FAXC"
"dJ273F20","FAXC"
"FAXDC2","FAXDC2"
"C5orf4","FAXDC2"
"FLJ13758","FAXDC2"
"FBF1","FBF1"
"FLJ00103","FBF1"
"FBF-1","FBF1"
"KIAA1863","FBF1"
"FBL","FBL"
"RNU3IP1","FBL"
"FLRN","FBL"
"FIB","FBL"
"FBLIM1","FBLIM1"
"FBLP-1","FBLIM1"
"CAL","FBLIM1"
"migfilin","FBLIM1"
"FBLL1","FBLL1"
"LOC345630","FBLL1"
"FBLN1","FBLN1"
"FBLN","FBLN1"
"FBLN2","FBLN2"
"FBLN4~withdrawn","FBLN4~withdrawn"
"FBLN5","FBLN5"
"EVEC","FBLN5"
"UP50","FBLN5"
"DANCE","FBLN5"
"ARMD3","FBLN5"
"FBLN7","FBLN7"
"FLJ37440","FBLN7"
"TM14","FBLN7"
"FBN1","FBN1"
"FBN","FBN1"
"MFS1","FBN1"
"WMS","FBN1"
"MASS","FBN1"
"OCTD","FBN1"
"SGS","FBN1"
"FBN2","FBN2"
"CCA","FBN2"
"DA9","FBN2"
"FBN3","FBN3"
"FBNL~withdrawn","FBNL~withdrawn"
"FBP1","FBP1"
"FBP","FBP1"
"FBP2","FBP2"
"FBP2P1","FBP2P1"
"FBRS","FBRS"
"FBS1","FBRS"
"FBS","FBRS"
"FLJ11618","FBRS"
"FBRSL1","FBRSL1"
"KIAA1545","FBRSL1"
"FBXL2","FBXL2"
"FBL2","FBXL2"
"FBL3","FBXL2"
"FBXL3","FBXL3"
"FBXL3A","FBXL3"
"FBL3A","FBXL3"
"FBXL4","FBXL4"
"FBL4","FBXL4"
"FBL5","FBXL4"
"FBXL5","FBXL5"
"FLR1","FBXL5"
"FBXL6","FBXL6"
"FBL6","FBXL6"
"FBXL7","FBXL7"
"KIAA0840","FBXL7"
"FBL7","FBXL7"
"FBXL8","FBXL8"
"Fbl8","FBXL8"
"FBXL12","FBXL12"
"FLJ20188","FBXL12"
"Fbl12","FBXL12"
"FBXL13","FBXL13"
"MGC21636","FBXL13"
"Fbl13","FBXL13"
"FBXL14","FBXL14"
"MGC40195","FBXL14"
"Fbl14","FBXL14"
"FBXL15","FBXL15"
"FBXO37","FBXL15"
"MGC11279","FBXL15"
"Fbl15","FBXL15"
"FBXL16","FBXL16"
"C16orf22","FBXL16"
"MGC33974","FBXL16"
"Fbl16","FBXL16"
"FBXL17","FBXL17"
"FBXO13","FBXL17"
"DKFZP434C1715","FBXL17"
"Fbx13","FBXL17"
"Fbl17","FBXL17"
"FBXL18","FBXL18"
"FLJ11467","FBXL18"
"Fbl18","FBXL18"
"FBXL19","FBXL19"
"DKFZp434K0410","FBXL19"
"Fbl19","FBXL19"
"JHDM1C","FBXL19"
"CXXC11","FBXL19"
"FBXL19-AS1","FBXL19-AS1"
"NCRNA00095","FBXL19-AS1"
"MGC125469","FBXL19-AS1"
"MGC125470","FBXL19-AS1"
"MGC125472","FBXL19-AS1"
"FBXL20","FBXL20"
"MGC15482","FBXL20"
"Fbl2","FBXL20"
"Fbl20","FBXL20"
"FBXL21","FBXL21"
"FBXL3B","FBXL21"
"FBXL3P","FBXL21"
"FBL3B","FBXL21"
"Fbl21","FBXL21"
"FBXL22","FBXL22"
"Fbl22","FBXL22"
"FLJ39626","FBXL22"
"FBXO2","FBXO2"
"OCP1","FBXO2"
"FBX2","FBXO2"
"Nfb42","FBXO2"
"Fbs1","FBXO2"
"Fbg1","FBXO2"
"FBXO3","FBXO3"
"FBX3","FBXO3"
"FBA","FBXO3"
"FBXO4","FBXO4"
"FBX4","FBXO4"
"FBXO5","FBXO5"
"FBX5","FBXO5"
"Fbxo31","FBXO5"
"EMI1","FBXO5"
"FBXO6","FBXO6"
"FBX6","FBXO6"
"FBG2","FBXO6"
"FBS2","FBXO6"
"Fbx6b","FBXO6"
"FBXO7","FBXO7"
"FBX7","FBXO7"
"Fbx","FBXO7"
"PARK15","FBXO7"
"FBXO8","FBXO8"
"FBX8","FBXO8"
"FBXO9","FBXO9"
"FBX9","FBXO9"
"NY-REN-57","FBXO9"
"FBXO10","FBXO10"
"FBX10","FBXO10"
"FBXO11","FBXO11"
"FBX11","FBXO11"
"UBR6","FBXO11"
"FBXO14~withdrawn","FBXO14~withdrawn"
"FBXO15","FBXO15"
"MGC39671","FBXO15"
"FBX15","FBXO15"
"FBXO16","FBXO16"
"FBX16","FBXO16"
"FBXO17","FBXO17"
"FBXO26","FBXO17"
"FBG4","FBXO17"
"FLJ25205","FBXO17"
"MGC9379","FBXO17"
"FLJ11798","FBXO17"
"Fbx17","FBXO17"
"FBXO18","FBXO18"
"FBH1","FBXO18"
"FLJ14590","FBXO18"
"Fbx18","FBXO18"
"FBXO20~withdrawn","FBXO20~withdrawn"
"FBXO21","FBXO21"
"FBX21","FBXO21"
"KIAA0875","FBXO21"
"FBXO22","FBXO22"
"FBX22","FBXO22"
"FISTC1","FBXO22"
"FBXO22-AS1","FBXO22-AS1"
"FBXO22OS","FBXO22-AS1"
"HsT18082","FBXO22-AS1"
"NCRNA00053","FBXO22-AS1"
"FISTC1OS","FBXO22-AS1"
"FBXO24","FBXO24"
"FBX24","FBXO24"
"FBXO25","FBXO25"
"FBX25","FBXO25"
"FBXO27","FBXO27"
"Fbg5","FBXO27"
"Fbx27","FBXO27"
"FBXO28","FBXO28"
"FLJ10766","FBXO28"
"KIAA0483","FBXO28"
"Fbx28","FBXO28"
"CENP-30","FBXO28"
"FBXO30","FBXO30"
"MGC21674","FBXO30"
"Fbx30","FBXO30"
"FBXO31","FBXO31"
"FBX14","FBXO31"
"FBXO14","FBXO31"
"Fbx31","FBXO31"
"MGC15419","FBXO31"
"FBXO32","FBXO32"
"MAFbx","FBXO32"
"ATROGIN1","FBXO32"
"Fbx32","FBXO32"
"FBXO33","FBXO33"
"Fbx33","FBXO33"
"FBXO34","FBXO34"
"FLJ20725","FBXO34"
"Fbx34","FBXO34"
"FBXO36","FBXO36"
"Fbx36","FBXO36"
"FLJ37592","FBXO36"
"FBXO36-IT1","FBXO36-IT1"
"FBXO38","FBXO38"
"MOKA","FBXO38"
"SP329","FBXO38"
"FLJ13962","FBXO38"
"Fbx38","FBXO38"
"FBXO39","FBXO39"
"MGC35179","FBXO39"
"Fbx39","FBXO39"
"CT144","FBXO39"
"FBXO40","FBXO40"
"KIAA1195","FBXO40"
"Fbx40","FBXO40"
"FBXO41","FBXO41"
"KIAA1940","FBXO41"
"Fbx41","FBXO41"
"FBXO42","FBXO42"
"KIAA1332","FBXO42"
"Fbx42","FBXO42"
"FBXO43","FBXO43"
"Fbx43","FBXO43"
"FBXO44","FBXO44"
"FBX30","FBXO44"
"FBG3","FBXO44"
"MGC14140","FBXO44"
"Fbxo6a","FBXO44"
"Fbx44","FBXO44"
"FBXO45","FBXO45"
"Fbx45","FBXO45"
"FBXO46","FBXO46"
"FBXO34L","FBXO46"
"20D7-FC4","FBXO46"
"Fbx46","FBXO46"
"FBXO47","FBXO47"
"FBXO48","FBXO48"
"FBXW1BP~withdrawn","FBXW1BP~withdrawn"
"FBXW2","FBXW2"
"FBW2","FBXW2"
"Md6","FBXW2"
"Fwd2","FBXW2"
"FBXW4","FBXW4"
"SHFM3","FBXW4"
"Fbw4","FBXW4"
"dactylin","FBXW4"
"FBXW4P1","FBXW4P1"
"FBXW3","FBXW4P1"
"SHFM3P1","FBXW4P1"
"FBW3","FBXW4P1"
"FBXW5","FBXW5"
"DKFZP434B205","FBXW5"
"MGC20962","FBXW5"
"Fbw5","FBXW5"
"FBXW7","FBXW7"
"AGO","FBXW7"
"FLJ11071","FBXW7"
"SEL-10","FBXW7"
"SEL10","FBXW7"
"FBW7","FBXW7"
"CDC4","FBXW7"
"FBXW6","FBXW7"
"FBXW8","FBXW8"
"FBXO29","FBXW8"
"FBX29","FBXW8"
"FBW6","FBXW8"
"FBW8","FBXW8"
"FBXW9","FBXW9"
"MGC10870","FBXW9"
"Fbw9","FBXW9"
"FBXW10","FBXW10"
"C17orf1","FBXW10"
"C17orf1A","FBXW10"
"SM2SH2","FBXW10"
"Fbw10","FBXW10"
"FBXW10P1~withdrawn","FBXW10P1~withdrawn"
"FBXW11","FBXW11"
"FBXW1B","FBXW11"
"KIAA0696","FBXW11"
"Fbw1b","FBXW11"
"BTRCP2","FBXW11"
"BTRC2","FBXW11"
"Hos","FBXW11"
"Fbw11","FBXW11"
"FBXW11P1","FBXW11P1"
"BTRC2P","FBXW11P1"
"FBXW1BP1","FBXW11P1"
"FBXW1BP","FBXW11P1"
"FBXW12","FBXW12"
"FBXO35","FBXW12"
"Fbw12","FBXW12"
"FCAMR","FCAMR"
"FKSG87","FCAMR"
"FCA/MR","FCAMR"
"CD351","FCAMR"
"FCAR","FCAR"
"CD89","FCAR"
"FCER1A","FCER1A"
"FCE1A","FCER1A"
"FCER1B~withdrawn","FCER1B~withdrawn"
"FCER1G","FCER1G"
"FCER2","FCER2"
"CD23A","FCER2"
"FCE2","FCER2"
"CLEC4J","FCER2"
"CD23","FCER2"
"FCF1","FCF1"
"C14orf111","FCF1"
"CGI-35","FCF1"
"Bka","FCF1"
"UTP24","FCF1"
"FCF1P1","FCF1P1"
"FCF1P2","FCF1P2"
"FCF1P3","FCF1P3"
"FCF1P4","FCF1P4"
"FCF1P5","FCF1P5"
"FCF1P6","FCF1P6"
"FCF1P7","FCF1P7"
"FCF1P8","FCF1P8"
"FCF1P9","FCF1P9"
"FCF1P10","FCF1P10"
"FCF1P11","FCF1P11"
"FCGBP","FCGBP"
"FC(GAMMA)BP","FCGBP"
"FCGR1A","FCGR1A"
"CD64","FCGR1A"
"CD64A","FCGR1A"
"FCGR1B","FCGR1B"
"CD64b","FCGR1B"
"FCGR1C","FCGR1C"
"CD64c","FCGR1C"
"FCGR2A","FCGR2A"
"FCG2","FCGR2A"
"FCGR2A1","FCGR2A"
"FCGR2","FCGR2A"
"CD32","FCGR2A"
"CD32A","FCGR2A"
"IGFR2","FCGR2A"
"CDw32","FCGR2A"
"FCGR2A1~withdrawn","FCGR2A1~withdrawn"
"FCGR2B","FCGR2B"
"CD32B","FCGR2B"
"FCGR2C","FCGR2C"
"hFcRII-C","FCGR2C"
"CD32C","FCGR2C"
"FCGR3A","FCGR3A"
"FCGR3","FCGR3A"
"FCG3","FCGR3A"
"CD16","FCGR3A"
"CD16a","FCGR3A"
"FCGR3B","FCGR3B"
"CD16b","FCGR3B"
"FCGRT","FCGRT"
"FCRN","FCGRT"
"alpha-chain","FCGRT"
"FCHO1","FCHO1"
"KIAA0290","FCHO1"
"FCHO2","FCHO2"
"FCHSD1","FCHSD1"
"FLJ00007","FCHSD1"
"FCHSD2","FCHSD2"
"SH3MD3","FCHSD2"
"KIAA0769","FCHSD2"
"FCMTE1","FCMTE1"
"BAFME1","FCMTE1"
"FAME1","FCMTE1"
"FCMTE2","FCMTE2"
"BAFME2","FCMTE2"
"FAME2","FCMTE2"
"ADCME","FCMTE2"
"FCMTE3","FCMTE3"
"BAFME","FCMTE3"
"FAME","FCMTE3"
"FCN1","FCN1"
"FCNM","FCN1"
"FCN2","FCN2"
"P35","FCN2"
"FCNL","FCN2"
"EBP-37","FCN2"
"ficolin-2","FCN2"
"FCN3","FCN3"
"FCNH","FCN3"
"HAKA1","FCN3"
"FCPX","FCP1"
"HBFQTL3","FCP1"
"FCP~withdrawn","FCP~withdrawn"
"FCRL1","FCRL1"
"FCRH1","FCRL1"
"IRTA5","FCRL1"
"IFGP1","FCRL1"
"CD307a","FCRL1"
"FCRL2","FCRL2"
"SPAP1","FCRL2"
"FCRH2","FCRL2"
"IRTA4","FCRL2"
"CD307b","FCRL2"
"FCRL3","FCRL3"
"FCRH3","FCRL3"
"IRTA3","FCRL3"
"IFGP3","FCRL3"
"SPAP2a","FCRL3"
"SPAP2","FCRL3"
"SPAP2b","FCRL3"
"SPAP2c","FCRL3"
"SPAP2d","FCRL3"
"SPAP2e","FCRL3"
"CD307c","FCRL3"
"FCRL4","FCRL4"
"FCRH4","FCRL4"
"IRTA1","FCRL4"
"IGFP2","FCRL4"
"CD307d","FCRL4"
"FCRL5","FCRL5"
"FCRH5","FCRL5"
"IRTA2","FCRL5"
"BXMAS1","FCRL5"
"CD307e","FCRL5"
"FCRL6","FCRL6"
"IFGP6","FCRL6"
"FLJ16056","FCRL6"
"FcRH6","FCRL6"
"FCRL6P1","FCRL6P1"
"FCRLA","FCRLA"
"FCRLM1","FCRLA"
"MGC4595","FCRLA"
"FCRLc2","FCRLA"
"FCRLb","FCRLA"
"FCRLc1","FCRLA"
"FCRLd","FCRLA"
"FCRLe","FCRLA"
"FCRL","FCRLA"
"FCRLa","FCRLA"
"FREB","FCRLA"
"FCRLX","FCRLA"
"FCRLB","FCRLB"
"FCRLM2","FCRLB"
"FLJ31052","FCRLB"
"FREB-2","FCRLB"
"FCRLY","FCRLB"
"FCT3A~withdrawn","FCT3A~withdrawn"
"FDCSP","FDCSP"
"C4orf7","FDCSP"
"FDC-SP","FDCSP"
"FDFT1","FDFT1"
"FDH~withdrawn","FDH~withdrawn"
"FDPS","FDPS"
"FDPSP1","FDPSP1"
"CHR39A","FDPSP1"
"FPSL1","FDPSP1"
"FDPSL1","FDPSP1"
"FDPSP2","FDPSP2"
"FPSL2","FDPSP2"
"FDPSL2","FDPSP2"
"FDPSL2A","FDPSP2"
"TCAG_1641456","FDPSP2"
"FDPSP3","FDPSP3"
"FPSL3","FDPSP3"
"FDPSL3","FDPSP3"
"FDPSP4","FDPSP4"
"FPSL4","FDPSP4"
"CHR39B","FDPSP4"
"FDPSL4","FDPSP4"
"FDPSP5","FDPSP5"
"FPSL5","FDPSP5"
"CHR39C","FDPSP5"
"FDPSL5","FDPSP5"
"FDPSP6","FDPSP6"
"FDPSP","FDPSP6"
"FDPSP7","FDPSP7"
"FDPSL2B","FDPSP7"
"FDPSP8","FDPSP8"
"FDPSP9","FDPSP9"
"FDPSP10","FDPSP10"
"FDX1","FDX1"
"FDX","FDX1"
"ADX","FDX1"
"FDX1L","FDX1L"
"MGC19604","FDX1L"
"FDX1P1","FDX1P1"
"ADXP1","FDX1P1"
"FDXP1","FDX1P1"
"FDX1P2","FDX1P2"
"FDXP2","FDX1P2"
"FDX2~withdrawn","FDX2~withdrawn"
"FDXACB1","FDXACB1"
"LOC91893","FDXACB1"
"hCG_2033039","FDXACB1"
"FDXR","FDXR"
"ADXR","FDXR"
"FEB1","FEB1"
"FEB2","FEB2"
"FEB3~withdrawn","FEB3~withdrawn"
"FEB4","FEB4"
"FEB5","FEB5"
"FEB6","FEB6"
"FEB7","FEB7"
"FECD~withdrawn","FECD~withdrawn"
"FECH","FECH"
"FECHP1","FECHP1"
"FECHP","FECHP1"
"FEM1A","FEM1A"
"FEM1AP1","FEM1AP1"
"FEM1DP","FEM1AP1"
"FEM1AP2","FEM1AP2"
"FEM1AP3","FEM1AP3"
"FEM1AP4","FEM1AP4"
"FEM1B","FEM1B"
"FEM1C","FEM1C"
"KIAA1785","FEM1C"
"EUROIMAGE686608","FEM1C"
"EUROIMAGE783647","FEM1C"
"FEN1","FEN1"
"RAD2","FEN1"
"FEN-1","FEN1"
"MF1","FEN1"
"FEN1P1","FEN1P1"
"FENL1","FEN1P1"
"FENDRR","FENDRR"
"FOXF1-AS1","FENDRR"
"lincFOXF1","FENDRR"
"FEOM1~withdrawn","FEOM1~withdrawn"
"FEOM2~withdrawn","FEOM2~withdrawn"
"FEOM3~withdrawn","FEOM3~withdrawn"
"FER","FER"
"TYK3","FER"
"PPP1R74","FER"
"FER1L4","FER1L4"
"C20orf124","FER1L4"
"bA563A22B.1","FER1L4"
"dJ309K20.1","FER1L4"
"FER1L5","FER1L5"
"DKFZp434I0121","FER1L5"
"FER1L6","FER1L6"
"C8ORFK23","FER1L6"
"FER1L6-AS1","FER1L6-AS1"
"C8orf54","FER1L6-AS1"
"FLJ35721","FER1L6-AS1"
"FER1L6-AS2","FER1L6-AS2"
"C8orf78","FER1L6-AS2"
"FLJ32770","FER1L6-AS2"
"FERD3L","FERD3L"
"NATO3","FERD3L"
"N-TWIST","FERD3L"
"bHLHa31","FERD3L"
"FERMT1","FERMT1"
"C20orf42","FERMT1"
"FLJ20116","FERMT1"
"URP1","FERMT1"
"KIND1","FERMT1"
"UNC112A","FERMT1"
"FERMT2","FERMT2"
"PLEKHC1","FERMT2"
"mig-2","FERMT2"
"KIND2","FERMT2"
"UNC112B","FERMT2"
"FERMT3","FERMT3"
"URP2","FERMT3"
"KIND3","FERMT3"
"MIG2B","FERMT3"
"MGC10966","FERMT3"
"MIG-2","FERMT3"
"UNC112C","FERMT3"
"FERP1","FERP1"
"FERP","FERP1"
"FERps","FERP1"
"FES","FES"
"FPS","FES"
"FETUB","FETUB"
"FEV","FEV"
"Pet-1","FEV"
"FEZ1","FEZ1"
"FEZ2","FEZ2"
"FEZF1","FEZF1"
"ZNF312B","FEZF1"
"FEZF1-AS1","FEZF1-AS1"
"FEZF2","FEZF2"
"ZNF312","FEZF2"
"FLJ10142","FEZF2"
"FKSG36","FEZF2"
"TOF","FEZF2"
"FEZL","FEZF2"
"Zfp312","FEZF2"
"FFAR1","FFAR1"
"GPR40","FFAR1"
"FFA1R","FFAR1"
"FFAR2","FFAR2"
"GPR43","FFAR2"
"FFA2R","FFAR2"
"FFAR3","FFAR3"
"GPR41","FFAR3"
"FFA3R","FFAR3"
"FFAR4","FFAR4"
"GPR129","FFAR4"
"GPR120","FFAR4"
"O3FAR1","FFAR4"
"PGR4","FFAR4"
"FGA","FGA"
"FGB","FGB"
"FGD1","FGD1"
"FGDY","FGD1"
"ZFYVE3","FGD1"
"FGD2","FGD2"
"ZFYVE4","FGD2"
"FGD3","FGD3"
"FLJ00004","FGD3"
"ZFYVE5","FGD3"
"FGD4","FGD4"
"FRABP","FGD4"
"frabin","FGD4"
"ZFYVE6","FGD4"
"CMT4H","FGD4"
"FGD5","FGD5"
"ZFYVE23","FGD5"
"FLJ39957","FGD5"
"FLJ00274","FGD5"
"FGD5-AS1","FGD5-AS1"
"FGD5P1","FGD5P1"
"FGD6","FGD6"
"ZFYVE24","FGD6"
"FLJ11183","FGD6"
"FGF1","FGF1"
"FGFA","FGF1"
"AFGF","FGF1"
"ECGF","FGF1"
"ECGFA","FGF1"
"ECGFB","FGF1"
"HBGF1","FGF1"
"ECGF-beta","FGF1"
"FGF-alpha","FGF1"
"GLIO703","FGF1"
"FGF2","FGF2"
"FGFB","FGF2"
"FGF3","FGF3"
"INT2","FGF3"
"HBGF-3","FGF3"
"FGF4","FGF4"
"HSTF1","FGF4"
"K-FGF","FGF4"
"HBGF-4","FGF4"
"HST","FGF4"
"HST-1","FGF4"
"KFGF","FGF4"
"FGF5","FGF5"
"FGF6","FGF6"
"FGF7","FGF7"
"KGF","FGF7"
"FGF7L~withdrawn","FGF7L~withdrawn"
"FGF7P1","FGF7P1"
"HsT283","FGF7P1"
"FGF7P2","FGF7P2"
"FGF7L","FGF7P2"
"FGF8","FGF8"
"AIGF","FGF8"
"FGF9","FGF9"
"FGF10","FGF10"
"FGF10-AS1","FGF10-AS1"
"RP11-473L15.2","FGF10-AS1"
"FGF11","FGF11"
"FHF3","FGF11"
"FLJ16061","FGF11"
"MGC45269","FGF11"
"MGC102953","FGF11"
"FGF12","FGF12"
"FGF12B","FGF12"
"FHF1","FGF12"
"FGF12-AS1","FGF12-AS1"
"FGF12-AS2","FGF12-AS2"
"FGF12-AS3","FGF12-AS3"
"FGF12B~withdrawn","FGF12B~withdrawn"
"FGF13","FGF13"
"FHF2","FGF13"
"FGF13-AS1","FGF13-AS1"
"FGF14","FGF14"
"FHF4","FGF14"
"SCA27","FGF14"
"FGF14-AS1","FGF14-AS1"
"FGF14-AS2","FGF14-AS2"
"FGF14-IT1","FGF14-IT1"
"FGF16","FGF16"
"MF4","FGF16"
"FGF17","FGF17"
"FGF-13","FGF17"
"FGF18","FGF18"
"FGF-18","FGF18"
"ZFGF5","FGF18"
"FGF19","FGF19"
"FGF20","FGF20"
"FGF21","FGF21"
"FGF22","FGF22"
"FGF23","FGF23"
"FGFBP1","FGFBP1"
"HBP17","FGFBP1"
"FGFBP","FGFBP1"
"FGFBP2","FGFBP2"
"KSP37","FGFBP2"
"FGFBP3","FGFBP3"
"C10orf13","FGFBP3"
"MGC39320","FGFBP3"
"FGFR1","FGFR1"
"FLT2","FGFR1"
"KAL2","FGFR1"
"H2","FGFR1"
"H3","FGFR1"
"H5","FGFR1"
"CEK","FGFR1"
"FLG","FGFR1"
"BFGFR","FGFR1"
"N-SAM","FGFR1"
"CD331","FGFR1"
"FGFR1OP","FGFR1OP"
"FGFR1OP2","FGFR1OP2"
"DKFZp564O1863","FGFR1OP2"
"FGFR1OP2P1","FGFR1OP2P1"
