ensg	chromosome_name	hgnc_symbol
ENSG00000262710	CHR_HSCHR1_1_CTG31	AL513523.10
ENSG00000275924	19	MIR6807
ENSG00000221737	3	MIR548I1
ENSG00000222979	10	RN7SKP167
ENSG00000206775	19	SNORD37
ENSG00000276367	CHR_HSCHR15_4_CTG8	AC243679.2
ENSG00000252772	9	RNU6-714P
ENSG00000284079	2	MIR4775
ENSG00000242014	6	RN7SL26P
ENSG00000283477	1	MIR6079
ENSG00000283792	4	MIR4453
ENSG00000275394	CHR_HSCHR15_4_CTG8	AC243949.1
ENSG00000275054	7	AC002542.3
ENSG00000200935	10	RNU6-1090P
ENSG00000265734	2	MIR4438
ENSG00000265815	1	AC099677.5
ENSG00000263882	17	RN7SL774P
ENSG00000283300	21	AF207955.1
ENSG00000265527	6	MIR5690
ENSG00000212219	7	RNU6-604P
ENSG00000238443	12	AP006310.1
ENSG00000263641	2	MIR4777
ENSG00000243398	3	RN7SL141P
ENSG00000275660	CHR_HSCHR11_1_CTG7	AC001228.2
ENSG00000264553	1	MIR4257
ENSG00000207827	6	MIR30A
ENSG00000253042	1	AC099336.3
ENSG00000251842	5	RNU6-732P
ENSG00000211581	1	MIR765
ENSG00000206592	5	AC016559.1
ENSG00000211590	21	MIR802
ENSG00000200755	1	RNA5SP68
ENSG00000207474	13	RNY1P7
ENSG00000252284	18	SNORA108
ENSG00000283699	10	MIR4481
ENSG00000199085	7	MIR148A
ENSG00000284134	3	MIR568
ENSG00000199652	8	RNU1-35P
ENSG00000265388	12	RN7SL391P
ENSG00000274819	12	AC018659.3
ENSG00000284204	13	MIR19A
ENSG00000199700	7	RNU6-223P
ENSG00000277265	7	RN7SL556P
ENSG00000284176	7	MIR5090
ENSG00000240718	7	RN7SL851P
ENSG00000207779	3	MIR15B
ENSG00000265768	14	MIR4506
ENSG00000202070	11	RNU6-1175P
ENSG00000238943	12	AC092184.1
ENSG00000273587	16	SNORA78
ENSG00000207430	15	AC026150.1
ENSG00000274988	8	MIR6876
ENSG00000207942	14	MIR136
ENSG00000206660	10	AL161932.1
ENSG00000264585	4	MIR4449
ENSG00000273554	KI270728.1	AC136616.1
ENSG00000199471	1	AC096632.1
ENSG00000252537	10	AL358033.1
ENSG00000265612	14	MIR4539
ENSG00000263972	X	MIR1587
ENSG00000252752	1	RNU6-210P
ENSG00000283193	4	MIR1243
ENSG00000202186	20	RNU6-497P
ENSG00000199276	13	RNA5SP26
ENSG00000242971	18	RN7SL233P
ENSG00000264024	14	MIR4507
ENSG00000252985	9	AC006443.1
ENSG00000272533	14	SNORA28
ENSG00000211578	X	MIR766
ENSG00000265421	5	AC016601.1
ENSG00000277391	15	MIR6881
ENSG00000199222	10	AL358780.1
ENSG00000244091	12	RN7SL483P
ENSG00000251964	CHR_HSCHR16_1_CTG1	AC243753.1
ENSG00000281499	CHR_HG1832_PATCH	RNU5A-8P
ENSG00000222515	6	RN7SKP240
ENSG00000199023	7	MIR339
ENSG00000252534	17	AC110602.2
ENSG00000275101	15	MIR6766
ENSG00000206686	5	RNU6-1036P
ENSG00000278732	13	AL137143.1
ENSG00000265537	16	MIR3180-1
ENSG00000266168	7	MIR3147
ENSG00000239702	17	RN7SL507P
ENSG00000199731	5	RNU6-1079P
ENSG00000200544	9	AL356472.1
ENSG00000212598	3	AC095349.1
ENSG00000239119	3	RNU7-119P
ENSG00000223273	12	RN7SKP172
ENSG00000263527	18	MIR4526
ENSG00000207701	8	MIR597
ENSG00000222874	20	RN7SKP33
ENSG00000199959	1	AL359273.1
ENSG00000251775	2	AC114748.1
ENSG00000201421	1	AL356273.1
ENSG00000199483	9	RNU4-15P
ENSG00000207599	19	MIR520E
ENSG00000277233	13	AL136960.1
ENSG00000238509	8	RNU6-104P
ENSG00000266712	8	MIR3149
ENSG00000207825	19	MIR519B
ENSG00000212536	20	RNA5SP474
ENSG00000272000	CHR_HSCHR22_2_CTG1	AC236040.1
ENSG00000266035	CHR_HSCHR6_MHC_QBL_CTG1	AL929593.1
ENSG00000284139	8	MIR1234
ENSG00000252363	17	RNU7-43P
ENSG00000201346	20	AL117334.1
ENSG00000199201	10	AC016394.1
ENSG00000278357	CHR_HSCHR17_1_CTG5	AC217778.1
ENSG00000207946	19	MIR516B1
ENSG00000251941	2	RNA5SP116
ENSG00000239468	7	RN7SL569P
ENSG00000283622	X	MIR4328
ENSG00000199095	19	MIR372
ENSG00000252149	10	RNA5SP315
ENSG00000263418	CHR_HSCHR6_MHC_MANN_CTG1	CR547132.1
ENSG00000223128	20	RN7SKP140
ENSG00000206995	15	AC010674.1
ENSG00000252143	22	AP000557.1
ENSG00000274740	11	AC013791.1
ENSG00000265584	X	MIR3978
ENSG00000264218	CHR_HSCHR6_MHC_DBB_CTG1	CR753818.3
ENSG00000263881	2	MIR4436B2
ENSG00000208839	X	SNORA35
ENSG00000207199	8	AC108863.1
ENSG00000239908	9	RN7SL75P
ENSG00000238698	2	RNU7-147P
ENSG00000212445	16	AC130462.2
ENSG00000199961	17	SNORD1B
ENSG00000276169	20	MIR6871
ENSG00000200422	X	AL590229.1
ENSG00000264275	2	RN7SL753P
ENSG00000243333	5	RN7SL174P
ENSG00000264462	21	MIR3648-2
ENSG00000252964	15	RNA5SP400
ENSG00000242201	3	RN7SL215P
ENSG00000265882	3	RN7SL73P
ENSG00000201228	12	AC022080.1
ENSG00000200105	12	RNU6-251P
ENSG00000263815	17	RN7SL426P
ENSG00000201533	4	RN7SKP237
ENSG00000207815	3	MIR563
ENSG00000200709	13	RNA5SP27
ENSG00000212618	17	AC090286.2
ENSG00000199929	16	RNA5SP405
ENSG00000277723	3	MIR6827
ENSG00000206967	11	AP001925.1
ENSG00000201944	1	AC119673.1
ENSG00000201119	6	RNU1-33P
ENSG00000280632	CHR_HG2030_PATCH	AL772161.4
ENSG00000278115	CHR_HSCHR15_4_CTG8	AC243655.1
ENSG00000206776	8	AC021733.1
ENSG00000265699	5	MIR548AE2
ENSG00000223060	19	AC024580.1
ENSG00000207325	13	RNY1P4
ENSG00000274640	15	SNORD109A
ENSG00000277694	7	AC004079.5
ENSG00000200298	14	AC005477.1
ENSG00000277614	CHR_HSCHR15_4_CTG8	SCG5
ENSG00000201241	15	RNU6-978P
ENSG00000222139	15	RNU6-380P
ENSG00000277912	5	MIR8089
ENSG00000223294	12	AC078962.1
ENSG00000252508	13	RNU4ATAC3P
ENSG00000207356	1	AL663070.1
ENSG00000200806	8	RNA5SP275
ENSG00000212186	17	RNU6-258P
ENSG00000243801	14	RN7SL461P
ENSG00000207775	6	MIR548A1
ENSG00000202479	2	AC013267.1
ENSG00000252863	12	RNU6-1183P
ENSG00000252474	14	RNU6-539P
ENSG00000251741	5	RNU4ATAC13P
ENSG00000276712	6	MIR7111
ENSG00000238632	4	RNU7-126P
ENSG00000277031	15	RN7SL796P
ENSG00000212593	16	AC008915.1
ENSG00000266760	6	MIR4464
ENSG00000264602	CHR_HSCHR6_MHC_QBL_CTG1	AL773541.1
ENSG00000276788	11	SNORD26
ENSG00000212224	20	AL133229.1
ENSG00000253092	3	AC092960.2
ENSG00000241217	12	RN7SL809P
ENSG00000278510	KI270728.1	AC007908.1
ENSG00000276137	7	MIR6133
ENSG00000207320	X	AC007685.2
ENSG00000201263	14	SNORD114-6
ENSG00000272460	15	SNORD115-40
ENSG00000221753	8	AC021590.1
ENSG00000281230	CHR_HG1832_PATCH	SERTAD4
ENSG00000207252	11	AC067902.1
ENSG00000206651	1	AL139412.1
ENSG00000200112	12	AC012157.1
ENSG00000273750	17	AC091179.3
ENSG00000252935	8	RNU6-1220P
ENSG00000199927	3	AC025614.1
ENSG00000200309	12	AC011603.1
ENSG00000207098	21	AP000281.1
ENSG00000207271	10	AL354660.1
ENSG00000206808	11	AC131263.2
ENSG00000201145	4	RNA5SP175
ENSG00000275493	9	AL627230.1
ENSG00000222371	10	RN7SKP202
ENSG00000265795	CHR_HSCHR6_MHC_QBL_CTG1	BX537153.1
ENSG00000202398	13	RNU6-61P
ENSG00000200648	5	RNU6-226P
ENSG00000263426	6	RN7SL471P
ENSG00000199672	1	RNU4-21P
ENSG00000199293	17	SNORA21
ENSG00000252568	11	RNU7-28P
ENSG00000278261	17	SNORD1A
ENSG00000252984	15	RNU6-844P
ENSG00000252530	1	RNU6-965P
ENSG00000202431	7	RNU6-438P
ENSG00000207402	2	RNU6-959P
ENSG00000278172	13	AL139188.1
ENSG00000277890	KI270727.1	AC136352.6
ENSG00000275319	22	AC023490.2
ENSG00000212329	18	RNU6-316P
ENSG00000212564	21	RNU6-1326P
ENSG00000206844	X	AC002365.1
ENSG00000199855	10	RNU6-490P
ENSG00000201709	15	RNU6-686P
ENSG00000221518	3	RNU6ATAC16P
ENSG00000240160	22	RN7SL263P
ENSG00000276902	21	CU633906.3
ENSG00000201744	4	RNU6-34P
ENSG00000222627	3	RNU2-37P
ENSG00000201660	X	AC095353.1
ENSG00000266081	CHR_HSCHR6_MHC_MANN_CTG1	BX927235.5
ENSG00000264271	1	RN7SL488P
ENSG00000200344	1	AL034417.1
ENSG00000201370	5	AC022113.1
ENSG00000274202	GL000216.2	BX546479.1
ENSG00000274098	9	RN7SL787P
ENSG00000275287	X	AL732314.1
ENSG00000276022	CHR_HSCHR19LRC_PGF2_CTG3_1	TFPT
ENSG00000222629	10	RNU2-42P
ENSG00000238898	17	RNU1-80P
ENSG00000199223	19	AC010503.1
ENSG00000200326	15	RNA5SP391
ENSG00000212545	7	RNU6-337P
ENSG00000252147	X	RNY3P16
ENSG00000223086	4	RNA5SP155
ENSG00000265892	4	RN7SL311P
ENSG00000207202	X	RNU6-800P
ENSG00000222579	12	AC089985.1
ENSG00000251906	4	RNU6-351P
ENSG00000199691	20	RN7SKP173
ENSG00000278682	CHR_HSCHR19LRC_PGF2_CTG3_1	NLRP2
ENSG00000199668	16	AC009121.1
ENSG00000207082	1	RNU6-171P
ENSG00000244521	13	RN7SL700P
ENSG00000210839	4	RNU6ATAC5P
ENSG00000202473	X	RN7SKP81
ENSG00000202257	1	RNA5S16
ENSG00000202281	7	RNA5SP235
ENSG00000199990	5	VTRNA1-1
ENSG00000238797	4	AC021148.2
ENSG00000251981	17	RNU7-52P
ENSG00000266195	21	RN7SL163P
ENSG00000199525	9	RNA5SP295
ENSG00000207375	15	SNORD116-23
ENSG00000273516	1	AC241377.1
ENSG00000239182	X	AL391280.1
ENSG00000202034	12	RNU6-399P
ENSG00000200198	6	RN7SKP211
ENSG00000199334	1	RNA5S11
ENSG00000244297	6	RN7SL465P
ENSG00000263638	CHR_HSCHR6_MHC_SSTO_CTG1	BX248133.1
ENSG00000238964	16	RNU7-125P
ENSG00000274170	22	AL021937.5
ENSG00000252837	14	RN7SKP99
ENSG00000276082	CHR_HSCHR19LRC_LRC_J_CTG3_1	CNOT3
ENSG00000212485	8	RNU6-1197P
ENSG00000200818	14	RNU6-1204P
ENSG00000238519	15	AC019322.1
ENSG00000252995	15	RNU6-667P
ENSG00000201523	6	RNA5SP205
ENSG00000272101	CHR_HSCHR15_4_CTG8	AC243587.1
ENSG00000201207	6	AL662899.1
ENSG00000206731	2	AC074091.1
ENSG00000200070	15	RNU4-80P
ENSG00000212182	2	AC010982.1
ENSG00000278188	22	AC092854.1
ENSG00000251997	18	RNA5SP458
ENSG00000201240	14	SNORD114-9
ENSG00000222346	7	RNA5SP237
ENSG00000277637	15	RN7SL469P
ENSG00000243365	15	RN7SL278P
ENSG00000252603	22	RNU6ATAC22P
ENSG00000201440	X	RNA5SP515
ENSG00000276706	2	AC023128.3
ENSG00000209482	22	SNORD83A
ENSG00000264113	17	RN7SL784P
ENSG00000212338	1	AL512326.2
ENSG00000200261	9	AL158824.1
ENSG00000265392	1	MIR4252
ENSG00000251936	7	RNA5SP249
ENSG00000252353	18	RNU7-25P
ENSG00000252121	1	RNU6-970P
ENSG00000200587	X	RNA5SP514
ENSG00000265744	1	MIR4427
ENSG00000222293	9	RNU2-36P
ENSG00000263764	22	SNORD43
ENSG00000207005	1	RNU1-2
ENSG00000221206	3	RNU6ATAC15P
ENSG00000252371	1	RNU6-725P
ENSG00000207009	4	AC016773.1
ENSG00000201763	8	RNA5SP267
ENSG00000266719	10	MIR4676
ENSG00000274701	8	AC108860.3
ENSG00000244264	13	RN7SL597P
ENSG00000206603	7	SNORA22B
ENSG00000252587	16	RNA5SP422
ENSG00000252107	6	RNA5SP220
ENSG00000201756	11	AP002360.1
ENSG00000284415	10	MIR1287
ENSG00000199788	13	RNY3P2
ENSG00000201542	1	AL160000.1
ENSG00000200752	18	AC087687.1
ENSG00000199687	2	RNU1-38P
ENSG00000274986	11	MIR6750
ENSG00000200860	14	AL157997.1
ENSG00000286079	9	AL627230.5
ENSG00000275161	14	AL117190.5
ENSG00000239542	17	RN7SL399P
ENSG00000207459	5	RNU6-1311P
ENSG00000263615	13	MIR4306
ENSG00000200626	10	RNA5SP325
ENSG00000266419	CHR_HSCHR6_MHC_DBB_CTG1	SNORD117
ENSG00000266461	14	MIR2392
ENSG00000240750	1	RN7SL559P
ENSG00000199594	3	RNU6-1301P
ENSG00000200288	3	AC026355.1
ENSG00000275134	14	AL117190.4
ENSG00000283484	15	MIR3529
ENSG00000277891	CHR_HSCHR17_7_CTG4	AC183087.1
ENSG00000274194	CHR_HSCHR19LRC_PGF2_CTG3_1	MBOAT7
ENSG00000223336	13	RNU2-6P
ENSG00000202386	6	RNA5SP211
ENSG00000240299	9	RN7SL187P
ENSG00000201649	2	RNY4P34
ENSG00000266204	19	MIR5589
ENSG00000201654	14	RNU6-7
ENSG00000222693	9	RN7SKP120
ENSG00000283489	11	AP000843.2
ENSG00000206797	20	AL121747.1
ENSG00000207706	19	MIR518F
ENSG00000252649	20	RNA5SP480
ENSG00000207458	13	RNY3P9
ENSG00000202538	12	RNU4-2
ENSG00000275948	11	AP000769.4
ENSG00000263909	2	MIR5000
ENSG00000252014	4	AC107393.2
ENSG00000276787	CHR_HSCHR15_4_CTG8	FAN1
ENSG00000200065	5	AC025178.1
ENSG00000263813	2	MIR3679
ENSG00000252374	7	AC004909.1
ENSG00000202021	7	AC211486.3
ENSG00000277739	21	FP671120.4
ENSG00000252742	2	AC013277.1
ENSG00000222764	6	RN7SKP106
ENSG00000275453	20	MIR548O2
ENSG00000199318	1	RNA5SP52
ENSG00000200538	17	AC036222.1
ENSG00000252824	7	AC005086.1
ENSG00000274280	22	MIR6069
ENSG00000252920	1	AL356867.2
ENSG00000206941	11	SNORD15A
ENSG00000284289	22	MIR6820
ENSG00000199875	11	AP003499.1
ENSG00000252867	5	RNU6-909P
ENSG00000278673	KI270727.1	AC136352.8
ENSG00000207051	13	SNORA27
ENSG00000276365	5	MIR145
ENSG00000274321	1	AC093578.2
ENSG00000206630	16	SNORD60
ENSG00000199781	2	AC016692.1
ENSG00000252133	9	AL590399.7
ENSG00000263572	6	MIR7853
ENSG00000239180	9	AL162390.1
ENSG00000274889	CHR_HSCHR19LRC_LRC_S_CTG3_1	TARM1
ENSG00000199666	1	SNORD3G
ENSG00000199839	3	RNA5SP150
ENSG00000266019	7	MIR3609
ENSG00000275664	21	FP671120.1
ENSG00000239744	10	RN7SL63P
ENSG00000269167	CHR_HSCHR6_MHC_DBB_CTG1	CR753845.2
ENSG00000206969	14	RNU6-1316P
ENSG00000207581	9	MIR199B
ENSG00000253084	17	RNU6-840P
ENSG00000280937	CHR_HG1832_PATCH	AL034351.2
ENSG00000199740	12	AC008121.1
ENSG00000252909	22	RNU6-201P
ENSG00000221203	1	MIR1262
ENSG00000222524	19	RN7SKP109
ENSG00000252334	19	RNU6-1337P
ENSG00000199870	7	AC211486.2
ENSG00000222940	2	RNU6-370P
ENSG00000207938	10	MIR511
ENSG00000222609	5	RNU4-69P
ENSG00000199603	2	RNU6-951P
ENSG00000199458	6	RNU4-35P
ENSG00000274063	CHR_HSCHR6_MHC_COX_CTG1	AL662852.3
ENSG00000275036	10	MIR8086
ENSG00000207363	X	AL034399.1
ENSG00000223262	21	RNA5SP492
ENSG00000264978	12	RN7SL630P
ENSG00000278851	11	MIR6879
ENSG00000201945	12	AC079602.1
ENSG00000265260	X	RN7SL74P
ENSG00000251828	5	AC026410.4
ENSG00000273874	1	MIR6859-2
ENSG00000264192	2	RN7SL117P
ENSG00000207568	14	MIR203A
ENSG00000222320	18	RNU6-1050P
ENSG00000252137	6	RNU6-1338P
ENSG00000265929	14	MIR5195
ENSG00000276869	1	MIR6729
ENSG00000276359	1	AL391001.2
ENSG00000238482	1	RNU6-1208P
ENSG00000277088	CHR_HSCHR19LRC_PGF1_CTG3_1	OSCAR
ENSG00000201800	3	AC117487.1
ENSG00000202293	14	SNORD114-22
ENSG00000264004	16	MIR4717
ENSG00000252652	11	AC087276.1
ENSG00000207721	1	MIR186
ENSG00000240203	3	RN7SL567P
ENSG00000202508	10	AL590677.1
ENSG00000283291	20	AC011850.1
ENSG00000284305	16	MIR3179-1
ENSG00000212248	1	RNU6-750P
ENSG00000199881	10	AL158040.1
ENSG00000276081	1	MIR7156
ENSG00000283204	2	MIR4434
ENSG00000202191	14	SNORD113-1
ENSG00000207221	11	SNORA70E
ENSG00000222430	10	AL391827.1
ENSG00000201512	20	SNORA71C
ENSG00000263752	2	MIR3133
ENSG00000277681	1	MIR6739
ENSG00000266128	6	RN7SL366P
ENSG00000281269	15	AC068724.3
ENSG00000265028	3	AC012087.1
ENSG00000221332	6	AL445465.1
ENSG00000222071	10	MIR1915
ENSG00000201586	11	RNU6-593P
ENSG00000276965	22	AC004542.6
ENSG00000207063	15	SNORD116-1
ENSG00000266119	CHR_HSCHR6_MHC_COX_CTG1	AL662848.4
ENSG00000266421	4	MIR4451
ENSG00000221594	10	MIR548F1
ENSG00000275072	6	SNORD50B
ENSG00000201907	15	SNORD115-38
ENSG00000274845	2	AC114778.1
ENSG00000215961	4	MIR297
ENSG00000212140	2	RNU6-1320P
ENSG00000251728	7	AC004849.1
ENSG00000207551	10	MIR608
ENSG00000201916	22	AC007731.1
ENSG00000207756	5	MIR580
ENSG00000275359	7	AC106873.5
ENSG00000251862	11	MIR1343
ENSG00000201564	11	RN7SKP50
ENSG00000271254	KI270711.1	AC240274.1
ENSG00000266646	CHR_HSCHR6_MHC_QBL_CTG1	SNORD84
ENSG00000200991	15	AC012291.1
ENSG00000277179	CHR_HSCHR19LRC_LRC_I_CTG3_1	NLRP7
ENSG00000207982	6	MIR548B
ENSG00000277626	CHR_HSCHR17_1_CTG5	WNT3
ENSG00000240966	4	RN7SL681P
ENSG00000264539	13	MIR548AR
ENSG00000222511	1	AL357552.1
ENSG00000200169	1	RNU5D-1
ENSG00000221783	7	MIR1183
ENSG00000221745	14	MIR1197
ENSG00000252591	19	RNA5SP468
ENSG00000284224	8	MIR937
ENSG00000199448	16	RNU6-845P
ENSG00000200146	11	RNU6-544P
ENSG00000212561	5	RNU6-381P
ENSG00000212589	10	AL592546.1
ENSG00000207762	14	MIR329-2
ENSG00000281010	16	AC009065.10
ENSG00000199492	17	RNU6-1313P
ENSG00000202560	14	MIR539
ENSG00000202368	12	AC013417.1
ENSG00000222698	22	AL080243.3
ENSG00000252113	10	RNU6-523P
ENSG00000201910	5	RNU1-140P
ENSG00000201875	2	RN7SKP178
ENSG00000266517	15	MIR4715
ENSG00000201863	4	AC098591.1
ENSG00000212441	9	RNU6-1269P
ENSG00000252161	10	RNA5SP318
ENSG00000221420	3	SNORA81
ENSG00000222582	4	RNU2-66P
ENSG00000206738	4	CR450722.1
ENSG00000274466	16	MIR1273H
ENSG00000207068	10	RNU6-463P
ENSG00000222363	17	RNU4-34P
ENSG00000251747	12	RNU7-60P
ENSG00000284129	19	MIR6789
ENSG00000252758	9	RNU6-445P
ENSG00000284357	1	MIR34A
ENSG00000212359	4	RNU6-550P
ENSG00000206656	15	SNORD116-17
ENSG00000276186	CHR_HSCHR11_3_CTG1	RNU6-1025P
ENSG00000273946	10	RN7SL733P
ENSG00000265422	1	MIR4684
ENSG00000265510	2	MIR4436A
ENSG00000274510	9	AL627223.2
ENSG00000242256	9	RN7SL57P
ENSG00000252750	1	RNU7-70P
ENSG00000276690	3	AC117415.1
ENSG00000263595	19	RN7SL823P
ENSG00000264014	1	MIR4253
ENSG00000207951	2	MIR561
ENSG00000199953	17	RNA5SP443
ENSG00000243544	3	RN7SL172P
ENSG00000238447	17	RNU7-134P
ENSG00000283836	1	MIR6734
ENSG00000265470	3	MIR548AQ
ENSG00000222370	1	SNORA36B
ENSG00000252469	14	RNU7-160P
ENSG00000252722	15	AC113208.2
ENSG00000278109	17	AC068675.1
ENSG00000221586	11	MIR1261
ENSG00000266509	6	MIR3934
ENSG00000252549	20	RNU6-759P
ENSG00000252370	17	RNA5SP438
ENSG00000252599	2	RNU6-566P
ENSG00000244033	8	RN7SL228P
ENSG00000222585	22	RNA5SP494
ENSG00000283705	13	MIR92A1
ENSG00000266502	8	MIR5681A
ENSG00000200216	15	RNU6-745P
ENSG00000222626	5	RNU2-48P
ENSG00000252243	4	RNU6-412P
ENSG00000277084	17	RNU2-4P
ENSG00000252977	1	RNA5SP70
ENSG00000221649	15	MIR1233-1
ENSG00000271818	13	RN7SKP4
ENSG00000283200	8	MIR1206
ENSG00000212295	6	SNORD28B
ENSG00000252959	4	RNA5SP170
ENSG00000271817	4	AC107219.1
ENSG00000264386	15	MIR4513
ENSG00000199833	15	SNORD115-21
ENSG00000266315	9	MIR4668
ENSG00000201939	6	RNA5SP224
ENSG00000201600	3	RN7SKP124
ENSG00000277698	16	MIR6770-2
ENSG00000252458	5	AC134043.1
ENSG00000238627	21	RNA5SP489
ENSG00000212027	X	MIR374B
ENSG00000276426	5	AC093298.1
ENSG00000275502	13	AL359751.1
ENSG00000212331	10	RNA5SP297
ENSG00000274025	16	MIR3670-4
ENSG00000221059	3	RNU6ATAC6P
ENSG00000200408	1	RNA5SP74
ENSG00000252532	10	RNU7-193P
ENSG00000199506	12	RNU6-247P
ENSG00000284440	18	MIR122
ENSG00000283313	4	AC021989.1
ENSG00000244006	X	RN7SL799P
ENSG00000201881	10	AL513185.1
ENSG00000284081	19	MIR1199
ENSG00000207209	1	AC242425.1
ENSG00000266860	CHR_HSCHR6_MHC_SSTO_CTG1	BX296568.1
ENSG00000252016	X	AL024493.1
ENSG00000206589	15	RNU6-354P
ENSG00000202407	X	AL139812.1
ENSG00000276270	19	MIR6799
ENSG00000201355	1	RNA5S14
ENSG00000212461	12	AC078860.1
ENSG00000244357	3	RN7SL145P
ENSG00000222297	11	RNU6-1156P
ENSG00000207654	2	MIR128-1
ENSG00000277446	2	AC092687.4
ENSG00000264803	10	MIR378C
ENSG00000252545	17	RNU6-362P
ENSG00000263755	20	RN7SL498P
ENSG00000274491	20	AL132655.4
ENSG00000202317	11	RNU1-84P
ENSG00000272435	12	RNA5SP357
ENSG00000275086	CHR_HSCHR19LRC_LRC_J_CTG3_1	TFPT
ENSG00000207626	2	MIR562
ENSG00000199038	11	MIR210
ENSG00000207020	5	AC010378.1
ENSG00000240235	9	RN7SL794P
ENSG00000200197	11	RNU1-21P
ENSG00000281245	CHR_HG2030_PATCH	STKLD1
ENSG00000280968	22	AC002059.2
ENSG00000223281	8	RN7SKP85
ENSG00000275165	CHR_HSCHR19LRC_LRC_S_CTG3_1	TSEN34
ENSG00000264984	11	MIR5691
ENSG00000276120	CHR_HSCHR15_4_CTG8	AC243949.2
ENSG00000274544	11	SNORD28
ENSG00000199546	3	AC121247.1
ENSG00000284197	22	MIR658
ENSG00000206739	22	AC004461.1
ENSG00000252991	9	RNU6-1073P
ENSG00000200857	7	AC004966.1
ENSG00000283677	12	MIR3913-2
ENSG00000199150	3	MIRLET7G
ENSG00000277859	5	AC009014.4
ENSG00000252141	13	RNU6-65P
ENSG00000221725	16	RNU6ATAC25P
ENSG00000276782	14	AL357095.1
ENSG00000199373	18	RNA5SP453
ENSG00000264226	13	MIR3168
ENSG00000207177	5	AC008650.1
ENSG00000264425	7	MIR4653
ENSG00000223321	6	RN7SKP293
ENSG00000242102	4	RN7SL152P
ENSG00000252105	1	RNU1-143P
ENSG00000274079	15	AC087477.7
ENSG00000252020	22	AP000552.3
ENSG00000274969	16	MIR6771
ENSG00000283609	8	MIR4662A
ENSG00000238493	2	RNU6-221P
ENSG00000264169	9	RN7SL665P
ENSG00000283262	2	AC012671.2
ENSG00000277255	16	MIR7854
ENSG00000240692	1	RN7SL538P
ENSG00000199133	9	MIRLET7D
ENSG00000242360	13	RN7SL272P
ENSG00000207454	7	RNU6-1104P
ENSG00000264566	X	MIR23C
ENSG00000252716	2	RN7SKP260
ENSG00000201501	20	AL133230.1
ENSG00000210825	11	SNORA40
ENSG00000223247	3	RNU2-64P
ENSG00000207011	17	RNY4P13
ENSG00000284172	17	MIR4315-2
ENSG00000263515	X	MIR548AN
ENSG00000263491	CHR_HSCHR6_MHC_DBB_CTG1	CR759835.2
ENSG00000200313	20	RNA5-8SP7
ENSG00000239910	14	RN7SL530P
ENSG00000223027	10	AL139404.1
ENSG00000284186	17	MIR3615
ENSG00000252983	7	RNU7-35P
ENSG00000271739	7	RNU1-29P
ENSG00000200949	15	SNORD115-32
ENSG00000201376	14	AL591807.1
ENSG00000200645	18	RNU6-1210P
ENSG00000277248	22	AC145613.1
ENSG00000275671	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	AC245128.8
ENSG00000252212	17	RNU2-58P
ENSG00000211563	17	MIR3065
ENSG00000200708	2	RN7SKP93
ENSG00000251702	18	RNU6-857P
ENSG00000206706	16	AC138969.2
ENSG00000199361	5	RNU1-150P
ENSG00000251870	18	RNU2-69P
ENSG00000274306	19	MIR5088
ENSG00000281516	2	AC112786.2
ENSG00000201274	5	RNA5SP192
ENSG00000276826	CHR_HSCHR19LRC_COX2_CTG3_1	RDH13
ENSG00000223308	15	RN7SKP101
ENSG00000206864	X	RNU6-207P
ENSG00000273782	19	AC004510.1
ENSG00000207925	19	MIR516B2
ENSG00000280479	CHR_HG2030_PATCH	CACFD1
ENSG00000251843	19	RNU6-803P
ENSG00000252397	13	RNU5A-4P
ENSG00000278034	1	MIR6731
ENSG00000283442	1	AL139128.2
ENSG00000280627	CHR_HG2030_PATCH	SURF1
ENSG00000251830	6	FO393410.1
ENSG00000264857	2	MIR5696
ENSG00000242811	3	RN7SL229P
ENSG00000252404	1	AL158048.1
ENSG00000285447	9	ZNF883
ENSG00000223001	6	RNU2-61P
ENSG00000266417	1	MIR4424
ENSG00000278418	2	MIR6512
ENSG00000207001	15	SNORD116-2
ENSG00000252011	1	AC113174.2
ENSG00000251837	1	AC093577.1
ENSG00000239189	2	RNU6-634P
ENSG00000252464	5	RN7SKP70
ENSG00000274314	11	MIR6749
ENSG00000277039	5	AC112169.1
ENSG00000263363	2	MIR5702
ENSG00000207076	6	RNU6-1113P
ENSG00000202427	2	RNU6-744P
ENSG00000274963	1	RN7SL600P
ENSG00000264110	11	MIR4300
ENSG00000238795	12	SCARNA12
ENSG00000276847	CHR_HSCHR15_4_CTG8	AC243827.1
ENSG00000284158	3	MIR6822
ENSG00000252192	12	AC127002.1
ENSG00000206855	10	RNU6-571P
ENSG00000264013	3	MIR3938
ENSG00000207763	12	MIR617
ENSG00000276341	CHR_HSCHR19LRC_LRC_I_CTG3_1	RDH13
ENSG00000273524	18	AC090772.4
ENSG00000264698	1	MIR4255
ENSG00000199944	6	RNU6-653P
ENSG00000278365	CHR_HSCHR19LRC_LRC_S_CTG3_1	NDUFA3
ENSG00000265328	3	MIR548AB
ENSG00000263362	CHR_HSCHR6_MHC_COX_CTG1	SNORD52
ENSG00000222765	4	RNU2-40P
ENSG00000284247	1	MIR2682
ENSG00000263419	CHR_HSCHR6_MHC_COX_CTG1	AL662865.2
ENSG00000207412	14	RNU6-455P
